4730 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5992 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5992 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5993 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5994 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5995 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6003 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5831 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5832 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5832 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5833 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5833 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5833 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5834 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5834 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5834 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
5838 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7306 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7307 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7308 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7309 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7309 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7309 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7310 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7311 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7311 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
7316 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8796 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8797 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8798 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8798 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8798 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8799 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8799 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8800 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8801 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
8802 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6418 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6418 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6418 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6419 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6419 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6419 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6420 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6421 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
6422 [main] INFO  c.d.c.ircp.service.IRInputProcessor - Converting (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8]) into (IRInput [nric=1, caseId=2, taxType=3, customerName=4, amountDue=5, appointmentDate=Thu Mar 12 00:00:00 IST 1987, releaseDate=Thu Mar 12 00:00:00 IST 1987, spaces=8])
